Uniprot	Names
P02655	APOC4
P02655	ADAMTSL3
P02655	ADAMTSL1
P02748	UNC5C
P02748	FERMT3
P02748	FERMT2
P02787	UPTr
P02787	LTF
P02787	MELTF
P02787	SPP2
P02787	SDK2
P02787	SDK1
P04114	UPTr
P04114	IGLV4-69
P04114	IGLV8-61
P04114	IGLV4-60
P04114	IGLV7-46
P04114	IGLV5-37
P04114	IGLV3-12
P04114	IGLV3-10
P04114	IGLV4-3
P04114	IGHV3-64
P04114	IGKV2D-29
P04114	IGKV1-27
P04114	IGLV5-45
P04114	IGKV1D-8
P04114	UPCP
P04114	IGLV5-52
P04114	IGHV3-49
P04114	IGLV1-36
P04114	IGHV6-1
P04114	IGHV3-15
P04114	IGHV3-21
P04114	IGHV2-26
P04114	IGHV3-73
P04114	IGHV3-74
P04114	IGHV3-43
P04114	IGLV9-49
P04114	IGHV3-72
P04114	IGKV1D-43
P04114	IGKV1D-13
P04114	IGHV1-3
P04114	IGHV1-18
P04114	IGHV1-24
P04114	IGHV4-28
P04114	IGHV5-51
P04114	IGKV1-8
P04114	IGKV2-24
P04114	IGKV1-9
P04114	LILRA5
P04114	COL6A6
P04114	A2ML1
P04114	IGLL5
P04114	putatively
P04114	Homo
P04114	IPI:IPI00921238.1|H-INV:HIT000392895
P04114	ref|NP_001304093.1|
P04114	MASP2
P04114	RAB27B
P04114	QSOX1
P04114	CHL1
P04114	CCL21
P04114	FCN1
P04114	NRP1
P04114	APOL1
P04114	PCDH17
P04114	HGS
P04114	PPP1R12A
P04114	SPTBN2
P04114	ARPC1B
P04114	LAMA5
P04114	GPR37
P04114	CCL16
P04114	KLK10
P04114	PSMD3
P04114	AKR7A2
P04114	EPB41L2
P04114	B4GAT1
P04114	ACTN4
P04114	KRT86
P04114	CALU
P04114	CD5L
P04114	AKR1B10
P04114	KALRN
P04114	ADGRB3
P04114	KLK8
P04114	PPL
P04114	NRP2
P04114	DIAPH1
P04114	SNX2
P04114	LILRB5
P04114	PLXNA2
P04114	WDR1
P04114	ROCK2
P04114	H2AFY
P04114	FLNB
P04114	LRP6
P04114	FCN3
P04114	nPvarsplic
P04114	EIF3G
P04114	IDH1
P04114	ATRN
P04114	ALDH1L1
P04114	KRT33A
P04114	KRT34
P04114	KRT36
P04114	KRT38
P04114	SEC14L2
P04114	CNTN5
P04114	SORBS2
P04114	SEC31A
P04114	AKR7A3
P04114	LYPD3
P04114	H6PD
P04114	VNN1
P04114	VNN2
P04114	NPTXR
P04114	NTN1
P04114	FSTL3
P04114	KRT75
P04114	BPNT1
P04114	NAPSA
P04114	LDHA
P04114	ALDH1A1
P04114	CP
P04114	F8
P04114	OTC
P04114	F13A1
P04114	PGK1
P04114	F2
P04114	C1R
P04114	HP
P04114	HPR
P04114	F9
P04114	F10
P04114	CFD
P04114	PLG
P04114	F12
P04114	PLAU
P04114	PLAT
P04114	CFB
P04114	ASS1
P04114	SERPINC1
P04114	SERPINA1
P04114	SERPINA3
P04114	AGT
P04114	A2M
P04114	C3
P04114	C5
P04114	KNG1
P04114	NRAS
P04114	KRAS
P04114	LDLR
P04114	EGF
P04114	TGFB1
P04114	IGKV1D-33
P04114	IGKV1-39
P04114	IGKV1-5
P04114	IGKV2D-40
P04114	IGKV2D-28
P04114	IGLV1-51
P04114	IGLV1-40
P04114	IGLV2-14
P04114	IGLV3-19
P04114	IGLV3-1
P04114	IGLV6-57
P04114	IGHV1-69
P04114	IGHV3-11
P04114	IGHV3-48
P04114	IGHV3-13
P04114	IGHV3-53
P04114	IGHV3-33
P04114	IGHV3-7
P04114	IGHV3-9
P04114	IGHV2-70
P04114	IGHV2-5
P04114	IGHV4-39
P04114	IGKC
P04114	IGHG1
P04114	IGHG2
P04114	IGHG3
P04114	IGHG4
P04114	IGHM
P04114	IGHA1
P04114	IGHA2
P04114	IGHD
P04114	HLA-DQB1
P04114	HBZ
P04114	HBD
P04114	COL1A1
P04114	KRT14
P04114	KRT6A
P04114	LMNA
P04114	APOA1
P04114	APOE
P04114	APOA2
P04114	FGA
P04114	C1QB
P04114	C1QC
P04114	LRG1
P04114	ORM1
P04114	AHSG
P04114	TTR
P04114	ALB
P04114	GC
P04114	PPBP
P04114	HPX
P04114	F11
P04114	KLKB1
P04114	C4BPA
P04114	VTN
P04114	GBA
P04114	PROC
P04114	ALDOA
P04114	LCAT
P04114	HRG
P04114	IGLV7-43
P04114	SPnotNP
P04114	KRT1
P04114	VWF
P04114	SHBG
P04114	HLA-DPB1
P04114	ERBB2
P04114	RPN2
P04114	GNAI2
P04114	ALDOB
P04114	ARG1
P04114	ALDH2
P04114	SERPINB2
P04114	SERPINA5
P04114	SERPING1
P04114	CFI
P04114	PCCA
P04114	ALPL
P04114	ICAM1
P04114	CLEC3B
P04114	SERPINA7
P04114	SERPIND1
P04114	KRT18
P04114	KRT8
P04114	HPN
P04114	COL5A2
P04114	FYN
P04114	BCHE
P04114	IGKV2-30
P04114	IGKV4-1
P04114	IGKV5-2
P04114	IGHV4-34
P04114	GSN
P04114	C2
P04114	S100A6
P04114	APOA4
P04114	CEACAM5
P04114	CKM
P04114	PYGL
P04114	TPM3
P04114	HEXA
P04114	KLK1
P04114	SERPINE2
P04114	LDHB
P04114	PROS1
P04114	P4HB
P04114	CSF1R
P04114	C8A
P04114	GP1BA
P04114	PRSS1
P04114	PRSS2
P04114	HEXB
P04114	HSP90AA1
P04114	YES1
P04114	LYN
P04114	RET
P04114	TPM2
P04114	THBS1
P04114	COL1A2
P04114	SERPINA6
P04114	HSP90AB1
P04114	MMP2
P04114	MMP3
P04114	SOD3
P04114	LPA
P04114	COL4A2
P04114	MET
P04114	CFH
P04114	FCGR3A
P04114	VIM
P04114	SERPINF2
P04114	F7
P04114	KRT19
P04114	KRT7
P04114	GNAI3
P04114	KRT16
P04114	IL6R
P04114	VIL1
P04114	TPM1
P04114	CNP
P04114	CSF1
P04114	PDGFRB
P04114	C1S
P04114	ALDOC
P04114	C4A
P04114	
C4B_2	NX_P0C0L5-1
C4-B	isoform
1	PE=1
	
P04114	IGLC6
P04114	IGLC3
P04114	POTEJ
P04114	CBSL
P04114	PTPRF
P04114	CTSA
P04114	C7
P04114	KIT
P04114	LAMC1
P04114	MYH3
P04114	LIPC
P04114	SLC2A1
P04114	SLC2A3
P04114	EPB41
P04114	PDHB
P04114	PYGB
P04114	PYGM
P04114	SPTB
P04114	LAMP1
P04114	FGFR1
P04114	G6PD
P04114	IGF2R
P04114	KRT3
P04114	COL11A1
P04114	COL6A2
P04114	F5
P04114	PIP
P04114	CKB
CKMT1B	NX_P12532-1
kinase	U-type,
isoform	Iso
PE=1	CONCAT=818
P04114	ACTN1
P04114	CDH1
P04114	MYH1
P04114	MYH7
P04114	SRC
P04114	PEPD
P04114	RNH1
P04114	MYH6
P04114	NCAM1
P04114	KRT10
P04114	KRT13
P04114	KRT5
P04114	PDIA4
P04114	C6
P04114	CEACAM1
P04114	HLA-E
P04114	HLA-DRB4
P04114	LCP1
P04114	PLS3
P04114	GFAP
P04114	PRF1
P04114	PRKCSH
P04114	AKR1A1
P04114	HSP90B1
P04114	MMP9
P04114	HNRNPL
P04114	JUP
P04114	UQCRB
P04114	CPA1
P04114	CPB1
P04114	AKR1B1
P04114	ANPEP
P04114	RAC2
P04114	PGAM2
P04114	ARSA
P04114	EZR
P04114	CD46
P04114	CD1D
P04114	IGLL1
P04114	RPS2
P04114	ITGB4
P04114	PDGFRA
P04114	GLB1
P04114	EPB42
P04114	CD36
P04114	FAH
P04114	GOT1
P04114	SMPD1
P04114	AKR1C4
P04114	CKMT2
P04114	DES
P04114	ENG
P04114	CR1
P04114	FLT1
P04114	TCP1
P04114	VCL
P04114	PTPRA
P04114	PGAM1
P04114	KRT15
P04114	KRT4
P04114	CDH2
P04114	GNAZ
P04114	VCAM1
P04114	ORM2
P04114	ITIH2
P04114	ITIH1
P04114	CEL
P04114	CD33
P04114	TPSB2
P04114	RAB6A
P04114	LMNB1
P04114	PZP
P04114	COL5A1
P04114	FLG
P04114	FLNA
P04114	EPHA1
P04114	FGFR2
P04114	TGM2
P04114	TNXB
P04114	ACHE
P04114	FGFR4
P04114	FGFR3
P04114	CPN2
P04114	IGHV1-2
P04114	FBLN1
P04114	ITGA6
P04114	CBLN1
P04114	PTPRD
P04114	LAMA2
P04114	ATP5A1
P04114	PSMA4
P04114	COL5A3
P04114	MSN
P04114	MST1
P04114	PON1
P04114	YWHAQ
P04114	CAD
P04114	MAPK1
P04114	PTPRM
P04114	PCSK6
P04114	EPHB2
P04114	SERPINB3
P04114	SERPINA4
P04114	PBLD
P04114	PRDX3
P04114	PDIA3
P04114	CD6
P04114	HLA-F
P04114	CLIP1
P04114	SERPINB1
P04114	ALDH1B1
P04114	CPS1
P04114	ATIC
P04114	YWHAB
P04114	SFN
P04114	STIP1
P04114	CEACAM8
P04114	L1CAM
P04114	PRDX2
P04114	ICAM3
P04114	GALNS
P04114	RNASE4
P04114	SHMT1
P04114	SHMT2
P04114	HSPA4
P04114	PRSS3
P04114	CTNNB1
P04114	SERPINB6
P04114	RDX
P04114	THBS2
P04114	THBS4
P04114	KRT9
P04114	FBN1
P04114	FBN2
P04114	PCK1
P04114	MYH9
P04114	MYH10
P04114	ACTN2
P04114	FUS
P04114	NUP214
P04114	MYH11
P04114	IGFALS
P04114	KRT20
P04114	KRT2
P04114	FLT4
P04114	KDR
P04114	ARL3
P04114	FLT3
P04114	SERPINB5
P04114	SERPINF1
P04114	CFHR2
P04114	ETFB
P04114	COL18A1
P04114	DDOST
P04114	CAPG
P04114	CEACAM6
P04114	MDH1
P04114	MDH2
P04114	AKR1C3
P04114	LRPPRC
P04114	WAS
P04114	DCC
P04114	BTD
P04114	GPD2
P04114	AFM
P04114	BAG6
P04114	IQGAP1
P04114	CPA2
P04114	LEPR
P04114	PIP4K2A
P04114	GCLC
P04114	SERPINB4
P04114	SERPINB10
P04114	GSS
P04114	CCT5
P04114	IDH2
P04114	MASP1
P04114	ALDH9A1
P04114	FASN
P04114	CCT3
P04114	ALDH7A1
P04114	MAN2A2
P04114	THBS3
P04114	COMP
P04114	ACADVL
P04114	KLK7
P04114	SEPP1
P04114	KHK
P04114	GNAQ
P04114	SERPINB9
P04114	CCT8
P04114	CCT4
P04114	RAB7A
P04114	RAB13
P04114	SSR4
P04114	P2RX1
P04114	PLXNA3
P04114	LUM
P04114	PGD
P04114	RAP1GDS1
P04114	THOP1
P04114	MVD
P04114	COPB1
P04114	ITGA8
P04114	RAD23A
P04114	RAD23B
P04114	EPHB3
P04114	EPHB4
P04114	EPHA4
P04114	NAGLU
P04114	VCP
P04114	INHBC
P04114	NCKAP1L
P04114	CDH13
P04114	CDH15
P04114	NPEPPS
P04114	EPPK1
P04114	ANTXR2
P04114	CDC42
P04114	RAB8A
P04114	RAB2A
P04114	RAB10
P04114	RAB14
P04114	RAP2B
P04114	LYZ
P04114	STXBP1
P04114	NPC2
P04114	GNG11
P04114	YWHAG
P04114	YWHAE
HIST1H4B	HIST1H4C
HIST1H4E	HIST1H4F
HIST1H4I	HIST1H4J
HIST1H4L	HIST2H4A
HIST4H4	NX_P62805-1
H4	isoform
P04114	RAB1A
P04114	RAP1A
P04114	RAC1
P04114	GNAI1
P04114	YWHAZ
P04114	DYNLL1
P04114	CSNK2B
P04114	TPM4
P04114	ACTC1
P04114	UBE2L3
P04114	ACTA1
P04114	TUBA4A
P04114	HBB
HBA2	NX_P69905-1
subunit	alpha
Iso	1
CONCAT=24442	
P04114	KRT83
P04114	KRT85
P04114	SRPX
P04114	IGLV3-21
P04114	SARNP
P04114	RHOG
P04114	VLDLR
P04114	HSPG2
P04114	PKD1
P04114	SPTBN1
P04114	IL5RA
P04114	CTBS
P04114	KRT76
P04114	IL1RL1
P04114	ROR1
P04114	OGDH
P04114	DSC2
P04114	NUCB1
P04114	CFHR3
P04114	LMNB2
P04114	TAP1
P04114	TAP2
P04114	CFHR1
P04114	KRT17
P04114	HGFAC
P04114	YWHAH
P04114	EEF1A2
P04114	COL14A1
P04114	ITIH3
P04114	BTK
P04114	PRDX1
P04114	COL16A1
P04114	LRP1
P04114	ARHGAP1
P04114	ACTN3
P04114	DDR1
P04114	DSC1
P04114	SIGLEC14
P04114	AHNAK
P04114	BST1
P04114	CNTN1
P04114	FAP
P04114	PTPRJ
P04114	TRAP1
P04114	ECH1
P04114	PLA2R1
P04114	HNRNPA0
P04114	PRDX4
P04114	PTPRS
P04114	MSLN
P04114	LSAMP
P04114	ROCK1
P04114	CAMK2B
P04114	CAMK2G
P04114	CAMK2D
P04114	IQGAP2
P04114	MOGS
P04114	PKP1
P04114	BLMH
P04114	LRP8
P04114	DPYS
P04114	SEPT6
P04114	SCARF1
P04114	TTLL12
P04114	DPYSL3
P04114	ADGRE1
P04114	FLNC
P04114	GNA13
P04114	FAT1
P04114	HABP2
P04114	KRT33B
P04114	KRT32
P04114	KRT81
P04114	PDIA5
P04114	DSC3
P04114	ITIH4
P04114	ITPR1
P04114	PLS1
P04114	MESDC2
P04114	GNMT
P04114	LTBP1
P04114	LTBP2
P04114	NUMA1
P04114	TMEM132D
P04114	CLCA4
P04114	SEPT2
P04114	PDIA6
P04114	AGER
P04114	PLEC
P04114	PON2
P04114	PON3
P04114	RAB35
P04114	ERBB4
P04114	KRT31
P04114	EPHA7
P04114	FCN2
P04114	MYLK
P04114	STXBP2
P04114	ADIPOQ
P04114	SEPT7
P04114	LAMA4
P04114	EXT1
P04114	MAPK14
P04114	DPYSL2
P04114	ECM1
P04114	MAN2A1
P04114	LAMA3
P04114	PCK2
P04114	COL24A1
P04114	LRRFIP1
P04114	TKFC
P04114	KRT71
P04114	ACTBL2
P04114	FLG2
P04114	CRB2
P04114	FREM2
P04114	MYOM3
P04114	ATRNL1
P04114	KRT79
P04114	KRT39
P04114	DMKN
P04114	VASN
P04114	TWF2
P04114	TMEM132E
P04114	KRT80
P04114	HEPHL1
P04114	ERAP2
P04114	TTC27
P04114	LILRA6
P04114	CNST
P04114	PLXDC2
P04114	FAT4
P04114	NAPRT
P04114	CD109
P04114	SCARA5
P04114	KIAA1549L
P04114	CYFIP1
P04114	MYH14
P04114	VMO1
P04114	PODN
P04114	HUWE1
P04114	KRT77
P04114	ADGRG6
P04114	SERPINA11
P04114	RTN4RL2
P04114	ITIH5
P04114	CD163
P04114	LSR
P04114	HRNR
P04114	PLXDC1
P04114	CBLN2
P04114	PHYKPL
P04114	SLC44A2
P04114	CNTN4
P04114	SCUBE1
P04114	SCUBE3
P04114	CPAMD8
P04114	CADM3
P04114	LILRA2
P04114	LRRC47
P04114	KRT78
P04114	LTBP4
P04114	TMEM132C
P04114	LILRB2
P04114	LILRA3
P04114	SUMF1
P04114	PCSK9
P04114	TXNDC5
P04114	SERBP1
P04114	PLA2G15
P04114	HMCN2
P04114	LILRB1
P04114	HAVCR2
P04114	WFIKKN2
P04114	CANT1
P04114	FCAMR
P04114	WFDC12
P04114	SCG3
P04114	TTN
P04114	POMGNT1
P04114	CFHR4
P04114	HSPH1
P04114	MYO18A
P04114	GCN1
P04114	NECTIN2
P04114	HTRA1
P04114	ARPC1A
P04114	TNR
P04114	KRT35
P04114	NRCAM
P04114	NELL1
P04114	NEO1
P04114	KLK6
P04114	RAB8B
P04114	EXTL1
P04114	PRG4
P04114	CD101
P04114	ATP6V0A1
P04114	LPP
P04114	EXT2
P04114	LEAP2
P04114	LRRC59
P04114	RAB37
P04114	CTHRC1
P04114	CPB2
P04114	KIRREL
P04114	DCHS1
P04114	MEGF10
P04114	CNDP1
P04114	CNDP2
P04114	COL21A1
P04114	SERPINB12
P04114	FCRL5
P04114	VPS13A
P04114	HMCN1
P04114	RUFY1
P04114	ACOX2
P04114	NOTCH4
P04114	SERPINI1
P04114	COL12A1
P04114	SEPT5
P04114	PTPN18
P04114	APOL2
P04114	HEPH
P04114	MXRA8
P04114	CNPY3
P04114	FUCA2
P04114	SPON2
P04114	GGACT
P04114	ACAT2
P04114	SFXN3
P04114	CFHR5
P04114	CHMP4A
P04114	NLN
P04114	POTEKP
P04114	RTN4R
P04114	KRT23
P04114	CNTNAP4
P04114	FTO
P04114	RAB1B
P04114	EHD4
P04114	CXCL16
P04114	SEMA6C
P04114	SEMA6B
P04114	MFSD1
P04114	DPEP2
P04114	DPEP3
P04114	EHD1
P04114	HEATR1
P04114	ANTXR1
P04114	PSTPIP2
P04114	ARMT1
P04114	SPON1
P04114	APMAP
P04114	RAB18
P04114	CD320
P04114	PCDH12
P04114	SEMA4B
P04114	CD93
P04114	SCUBE2
P04114	CD163L1
P04114	RAB6B
P04114	LTBP3
P04114	KRT84
P04114	KRT82
P04114	SACM1L
P04114	CBLN4
P04114	SEPT11
P04114	TOR4A
P04114	TUBA8
P04114	B3GNT2
P04114	BCLAF1
P04114	ERAP1
P04114	EHD3
P04114	EHD2
P04114	C1RL
P04114	LRP1B
P04114	CRIM1
P04114	CNTN3
P04114	CGN
P04114	HDAC6
P04114	CTSF
P04114	FBLN5
P04114	KLK11
P04114	CLIP2
P04114	FAM198A
P04114	DMBT1
P04114	SEPT9
P04114	UBQLN2
P04114	PCSK1N
P04114	CPA4
P04114	LNPEP
P04114	SERPINB13
P04114	PLXNA1
P04114	HAO1
P04114	MYH2
P04114	RAB21
P04114	DNPEP
P04114	NRXN1
P04114	PYCARD
P04114	NOTCH3
P04114	ADAMTS8
P04114	THSD7A
P04114	CNTN6
P04114	CAMK2A
P04114	TNN
P04114	TRPC6
P04114	HPSE
P04114	PLAA
P04114	SIGLEC7
P04114	NCKAP1
P04114	EPB41L3
P04114	PRG3
P04114	SIGLEC9
P04114	NOC2L
P04114	TLN1
P04114	NRXN3
P04114	TLN2
P04114	HYOU1
P04114	ANGPTL3
P04114	LIPG
P04114	ST14
P04114	LRRFIP2
P04114	MYH4
P04114	CPQ
P04114	STK24
P04114	MRVI1
P04114	LAMC3
P04114	ref|XP_005268923.1|
P04114	ref|XP_006719119.1|
P04279	SEMG2
P05067	APLP2
P05106	ITGB2
P05106	ITGB1
P05106	TXN
P05106	ITGB5
P05106	ITGB7
P05106	LRRC57
P05141	SLC25A6
P05413	FABP4
P05451	REG1B
P05771	nPvarsplic
P05771	PRKCA
P05771	PRKCQ
P05771	PRKCD
P06733	ENO2
P06733	ENO3
P07585	BGN
P07602	ITGAL
P07711	CTSV
P07942	LAMB2
P07954	UXS1
P08133	ANXA3
P08174	TRIM25
P08319	ADH1B
P08319	ADH1C
P08319	ADH1A
P08319	ADH5
P08319	ADH6
P08571	LRRC32
P08571	LRRN4
P09429	HMGB2
P09467	APRT
P09496	CLTB
P0DMM9	SULT1A1
P10909	MEPE
P12111	
AMY1B	AMY1C
Alpha-amylase	1
CONCAT=2097	
P12111	AMY2A
P12111	AMY2B
P12111	APPL2
P12111	NIF3L1
P12111	APPL1
P14207	FOLR1
P14207	FOLR3
P14543	IGFBP3
P14543	NID2
P14618	ATP5L
P14618	MTHFD1
P14618	nPvarsplic
P14618	C21orf33
P14618	PKLR
P14618	PRCP
P14618	NAMPT
P14618	PSMB3
P14618	DPP7
P14735	OTOA
P15169	COL6A5
P15169	MAN1A2
P15169	CPD
P15169	HSPA1A
P15169	HSPA5
P15169	HSPA8
P15169	CPE
P15169	KIF5B
P15169	MAN1A1
P15169	HSPA1L
P15169	HSPA9
P15169	HSPA2
P15169	TATDN1
P15169	PEBP4
P15169	MAN1C1
P15169	STAB1
P15924	NPC1
P16157	IPO5
P16157	ATP1A1
P16157	ATP2A2
P16157	ATP4A
P16157	ATP2A3
P16233	PNLIPRP1
P16233	PNLIPRP2
P16403	HIST1H1B
P17844	DDX3X
P17844	DDX17
P18085	ARF5
P18085	LZIC
P19367	HK3
P21266	GSTM2
P21266	GSTM4
P21291	CSRP3
P21399	SUSD2
P21796	VDAC3
P22626	HNRNPA1
P22626	HNRNPA3
P22694	PRKACA
P23141	CES2
P23141	CES3
P23219	TACC2
P23368	ME1
P23467	nPvarsplic
P23528	DSTN
P23528	CFL2
F8A2	F8A3
Factor	VIII
22	protein
CONCAT=1	
P24844	MYL2
P24844	MYL12A
P25311	IPI:IPI00871622.2|SWISS-PROT:A8MT79
P28074	PSMB8
P30520	ADSSL1
P31150	GDI2
P31153	MAT1A
P31323	PRKAR2A
RPL9P7	RPL9P8
NX_P32969-1	60S
protein	L9
CONCAT=175	
P35542	SAA1
P35542	SAA2
P35611	ADD2
P36959	GMPR2
P37802	CNN3
P37802	CNN2
P39687	ANP32B
P40189	CD177
P43034	ERP44
P46926	GNPDA2
P47756	nPvarsplic
LGALS7B	NX_P47929-1
PE=1	CONCAT=18
P48739	PITPNA
P49411	Elongation
P51148	RAB5A
P51148	RAB5B
P51692	STAT5A
P52566	ARHGDIA
P52597	HNRNPH1
P52848	NDST2
P52907	CAPZA2
P54289	PDCD6IP
P54289	CACNA2D2
P54819	CMPK1
P54868	HMGCS1
P55209	NAP1L4
P60660	MYL1
P60660	MYL3
P60660	MYL4
P60842	EIF4A3
P60842	EIF4A2
P61088	UBE2L6
P61088	UBE2K
P61163	ACTR1B
P61586	RHOC
P61604	MOB4
P62140	PPP1CC
P62140	PPP1CA
P62140	PPP3CA
P62158	CALML3
CALM2	CALM3
Calmodulin	isoform
P62195	PSMC1
P62244	ARL6IP1
P62873	GNB2
P62873	GNB4
P62937	PPIB
P62937	PPIF
P62937	PPIC
P62993	PLCG2
P67809	YBX3
P68402	IGSF1
P78324	SIRPB1
P78504	JAG2
P80108	AXL
P80108	USP15
Q00610	CAP1
Q01813	PFKM
Q01813	PFKL
Q01813	COTL1
Q02413	DSG4
Q03154	ABHD14A
Q03167	OAS3
Q06278	CD47
Q08334	IFNAR2
Q10471	GALNT5
Q10471	GALNT12
Q10471	GALNT16
Q10471	GALNT4
Q10471	SQRDL
Q10472	GALNT10
Q10567	AP2B1
Q12841	EFHD2
Q12841	CALML5
Q12882	FTL
Q13177	PAK1
Q13185	CBX1
Q13217	PSMA2
Q13217	PSMB2
Q13404	UBE2V2
Q13822	ENPP3
Q13822	ENPP1
Q13976	nPvarsplic
Q14103	HNRNPAB
Q14515	TALDO1
Q14697	B3GAT3
Q14697	nPvarsplic
Q15063	NCSTN
Q15181	PPA2
Q15365	PCBP2
Q15555	MAPRE1
Q15843	MDP1
Q16629	SRSF3
Q16663	CCL23
Q16799	RTN3
Q4LDE5	APCS
Q4LDE5	SELL
Q4LDE5	SELP
Q4LDE5	SELE
Q4LDE5	NPTX2
Q4LDE5	NPTX1
Q52LG2	KRTAP13-1
Q6DD88	ATL1
Q6GTS8	PTGR2
Q6UXD5	SEZ6L
Q6UXH9	nPvarsplic
Q6WN34	nPvarsplic
Q7Z7M0	UPCP
Q86WI1	ENPEP
Q8IXL6	FAM20A
Q8N8Z6	DCBLD2
Q8NCL4	GALNT3
Q8NES3	MFNG
Q8NES3	RFNG
Q92187	ST3GAL1
Q92945	FUBP1
Q92945	FUBP3
Q93088	BHMT2
Q96G03	TJP1
Q96HD1	nPvarsplic
Q96PD5	nPvarsplic
Q96PD5	PLXND1
Q99784	OLFM2
Q9BXJ4	nPvarsplic
Q9BYR3	KRTAP4-3
Q9BYR3	KRTAP4-2
Q9H2E6	SEMA6D
BOLA2B	NX_Q9H3K6-1
Q9H4B7	TUBB4A
Q9H4B7	TUBB
Q9H4B7	TUBB3
Q9H4B7	TUBB6
Q9NNX6	CLEC4M
Q9NPH3	WISP2
Q9NPH3	DCTN1
Q9NQ38	nPvarsplic
Q9NRL3	STRN3
Q9NS98	SEMA3D
Q9NS98	SEMA3B
Q9NS98	SEMA3F
Q9NS98	SEMA3A
Q9NS98	SEMA4C
Q9NS98	SEMA4A
Q9NT99	LRRC4
Q9NYL9	TMOD1
Q9NZK5	RCN1
Q9P0L0	VAPB
Q9P121	OPCML
Q9UBG0	NCAN
Q9UBW5	BIN1
Q9UGM5	FURIN
Q9UHG3	ARF6
Q9UKU9	ANGPTL1
Q9UKU9	ANGPTL6
Q9ULI3	ref|XP_005247723.1|
Q9ULV4	CORO1A
Q9ULV4	CORO1B
Q9UQC9	CLCA1
Q9Y625	GPC4
Q9Y678	COPG2
Q9Y6C2	ITGAM
Q9Y6N7	ROBO2
